AC_NUM, ACID, TRACK_CNT, ST_TIME, END_TIME, ORIG_ST_TIME, END_ST_TIME, MAX_X, MIN_X, MAX_Y, MIN_Y, MAX_Z, MIN_Z, AC_EQUIP, AC_TYPE, DEST_FIX, FLIGHT_TYPE, ORIGIN_FIX, GAP_VALUE, MAX_X_SMO, MIN_X_SMO, MAX_Y_SMO, MIN_Y_SMO, MAX_Z_SMO, MIN_Z_SMO, TOD_TIME, TOC_TIME, TOC_ALT, END_CENTER, START_CENTER, END_CENTER_TIME, START_CENTER_TIME, LOW_Z, HIGH_Z, LOW_TIME, HIGH_TIME, BETWEEN_TIME, AVG_CLIMB, LOW_GROUND_SPEED_SMO, HIGH_GROUND_SPEED_SMO
4748, RBJ8108_84P, 506, 44620, 49670, 44618, 49671, 439.85, 209.242, 625.5, 149.408, 32000, 1850, Z, MD88, PBI, OVR, JFK, 0, 439.568, 209.607, 624.977, 150.488, 32000, 2158, -1, 45590, 32000, n/a, ZNY, 48860, 44900, 1850, 31969, 44620.0, 45560.0, 940.0, 0.18404255319148935, 201.0, 374.0
4749, RBJ8115_748, 460, 7530, 12120, 7521, 12122, 410.201, 35.05, 640.8, 354.733, 36000, 4475, Z, MD88, ATL, OVR, LGA, 0, 409.807, 35.848, 640.673, 355.423, 36000, 4850, -1, 8660, 36000, n/a, ZNY, 11070, 8670, 4475, 35983, 7530.0, 8650.0, 1120.0, 0.13660714285714284, 217.0, 370.0
4755, RBJ8150_896, 443, 69170, 73590, 69166, 73597, 410.367, 34.683, 643.8, 354.525, 36100, 4133, L, A320, ATL, OVR, LGA, 0, 410.093, 35.288, 643.561, 355.03, 36067, 4601, -1, 70530, 36000, n/a, ZNY, 72530, 70550, 4133, 16900, 69170.0, 69520.0, 350.0, 0.3457142857142857, 211.0, 332.0
4757, RBJ8172_05F, 498, 74190, 79160, 74182, 79164, 436.9, 135.646, 627.633, 198.608, 34000, 2066, Z, MD88, MCO, OVR, JFK, 0, 436.501, 136.254, 627.353, 199.34, 34000, 2334, -1, 75240, 32000, n/a, ZNY, 78130, 74660, 2066, 32000, 74190.0, 75220.0, 1030.0, 0.20679611650485438, 202.0, 415.0
4760, RBJ8179_518, 53, 85870, 86390, 85862, 86397, 413.237, 375.8, 627.437, 600.658, 20808, 2800, L, B738, ATL, OVR, JFK, 0, 412.889, 376.592, 627.027, 600.736, 20589, 3168, -1, 86390, 20808, n/a, ZDC, 0, 85870, 2800, 11100, 85870.0, 86040.0, 170.0, 0.3588235294117647, 223.0, 284.0
4761, RBJ817_946, 338, 81820, 85190, 81816, 85190, 522.8, 34.767, 415.6, 267.6, 35000, 29733, L, A333, LIRF, UNK, ATL, 0, 520.8, 35.988, 415.267, 268.071, 35000, 29817, -1, 82870, 35000, n/a, ZTL, 83840, 82230, 29733, 33000, 81820.0, 82160.0, 340.0, 0.03529411764705882, 548.0, 560.0
4767, RBJ8198_665, 245, 59960, 62400, 59953, 62406, 250.676, 35.461, 443.747, 353.777, 30000, 2869, Z, MD90, ATL, DEP, RIC, 0, 250.203, 36.112, 443.592, 354.224, 30000, 3245, -1, 60950, 30000, n/a, ZDC, 61420, 59960, 2869, 20000, 59960.0, 60370.0, 410.0, 0.28292682926829266, 214.0, 330.0
4772, RBJ8303_24Y, 468, 67940, 72610, 67933, 72613, 406.466, 135.325, 644.191, 196.75, 36000, 7923, L, A320, MCO, OVR, LGA, 0, 406.029, 135.992, 643.75, 197.503, 36000, 8315, -1, 69680, 36000, n/a, ZNY, 71790, 68420, 7923, 12000, 67940.0, 68060.0, 120.0, 0.39166666666666666, 246.0, 293.0
4774, RBJ8305_765, 442, 80850, 85260, 80844, 85264, 413.326, 34.8, 627.472, 354.766, 34000, 2776, Z, MD88, ATL, OVR, JFK, 0, 412.93, 35.472, 627.052, 355.304, 34000, 3248, -1, 82030, 34000, n/a, ZNY, 84240, 81860, 2776, 33400, 80850.0, 81930.0, 1080.0, 0.17685185185185184, 223.0, 414.0
4778, RBJ8313_962, 278, 67270, 70040, 67261, 70049, 301.861, 58.25, 400.152, 317.425, 34000, 3150, Z, MD88, ATL, DEP, ORF, 0, 301.405, 58.862, 400.097, 317.61, 34000, 3482, -1, 68450, 34000, n/a, ZDC, 68850, 67430, 3150, 6900, 67270.0, 67350.0, 80.0, 0.525, 198.0, 240.0
4779, RBJ8318_037, 63, 85770, 86390, 85762, 86397, 398.587, 343.242, 627.749, 608.325, 27166, 2446, Z, MD88, ATL, OVR, EWR, 0, 398.179, 343.908, 627.589, 608.882, 26979, 2786, -1, 86390, 27166, n/a, ZDC, 0, 85770, 2446, 27166, 85770.0, 86390.0, 620.0, 0.3419354838709677, 214.0, 426.0
4780, RBJ8318_069, 415, 140, 4280, 139, 4284, 377.416, 36.833, 624.892, 356.3, 34000, 15130, Z, MD88, ATL, OVR, EWR, 0, 376.53, 37.542, 624.775, 356.894, 34000, 15453, 3860, 1140, 34000, n/a, ZNY, 3250, 850, 15130, 33600, 140.0, 1030.0, 890.0, 0.08426966292134831, 308.0, 383.0
4782, RBJ8319_682, 141, 84990, 86390, 84990, 86397, 264.9, 150.483, 604.392, 523.6, 32000, 3000, L, A319, DTW, DEP, DCA, 0, 264.433, 151.155, 603.924, 524.208, 32000, 3567, -1, 85330, 17000, n/a, ZDC, 85700, 85110, 3000, 17053, 84990.0, 85300.0, 310.0, 0.6096774193548387, 176.0, 365.0
4783, RBJ8320_005, 88, 85520, 86390, 85513, 86397, 408.872, 335.541, 645.839, 588.425, 30725, 8123, Z, MD88, TPA, OVR, LGA, 0, 408.209, 336.17, 645.659, 589.035, 30581, 8577, -1, 86390, 30725, n/a, ZDC, 0, 85520, 8123, 11800, 85520.0, 85590.0, 70.0, 0.2714285714285714, 241.0, 260.0
4784, RBJ8320_664, 479, 1330, 6230, 1322, 6239, 407.831, 75.615, 645.975, 258.23, 34000, 7807, Z, MD88, TPA, OVR, LGA, 0, 407.367, 75.963, 645.788, 258.983, 34000, 8173, -1, 2250, 32000, n/a, ZNY, 5040, 2500, 7807, 16900, 1330.0, 1600.0, 270.0, 0.29259259259259257, 242.0, 321.0
4785, RBJ8341_555, 458, 49640, 54210, 49633, 54214, 407.769, 36.2, 643.775, 355.667, 34000, 6330, Z, MD88, ATL, OVR, LGA, 0, 406.959, 36.87, 643.665, 356.204, 34000, 7163, -1, 50750, 34000, n/a, ZNY, 53080, 50720, 6330, 17000, 49640.0, 49890.0, 250.0, 0.296, 248.0, 322.0
4787, RBJ8343_799, 69, 84830, 85510, 84829, 85513, 348.852, 293.78, 580.684, 555.529, 23850, 1408, Z, MD90, ATL, OVR, PHL, 0, 348.33, 295.012, 580.521, 556.4, 23528, 1612, -1, 85510, 23850, n/a, ZNY, 85510, 85290, 1408, 12900, 84830.0, 85180.0, 350.0, 0.5742857142857143, 151.0, 352.0
4788, RBJ8343_984, 87, 85530, 86390, 85526, 86398, 291.833, 215.277, 554.167, 499.831, 30000, 24366, Z, MD90, ATL, OVR, PHL, 0, 291.199, 215.93, 553.674, 500.272, 30000, 24627, -1, 85740, 30000, n/a, ZDC, 86390, 85530, 24366, 30000, 85530.0, 85720.0, 190.0, 0.07894736842105263, 423.0, 408.0
4789, RBJ8357_069, 485, 44010, 48850, 44008, 48850, 443.854, 209.7, 623.882, 150.7, 36000, 2366, L, B738, MIA, OVR, JFK, 0, 443.521, 210.058, 623.345, 151.892, 36000, 2660, -1, 45210, 36000, n/a, ZNY, 48020, 44440, 2366, 36000, 44010.0, 45190.0, 1180.0, 0.1228813559322034, 258.0, 403.0
4791, RBJ8365_624, 285, 80400, 83240, 80396, 83247, 266.277, 36.184, 528.177, 355.077, 34000, 1723, Z, MD88, ATL, DEP, DCA, 0, 265.887, 36.775, 527.856, 355.54, 34000, 2004, -1, 81760, 34000, n/a, ZDC, 82210, 80760, 1723, 27000, 80400.0, 81090.0, 690.0, 0.32318840579710145, 165.0, 388.0
4424, RBJ102_391, 393, 58070, 61990, 58061, 61995, 444, 332.1, 628.025, 229.467, 39000, 1907, L, B738, MDSD, UNK, JFK, 0, 443.733, 332.194, 627.792, 230.618, 38997, 2194, -1, 59340, 36000, n/a, ZNY, 60780, 58530, 1907, 16900, 58070.0, 58460.0, 390.0, 0.6282051282051282, 185.0, 430.0
4426, RBJ105_138, 380, 45620, 49410, 45614, 49410, 438.684, 327.533, 622.012, 255.2, 37000, 3300, L, B738, MDPC, UNK, JFK, 0, 438.291, 327.699, 621.584, 256.175, 36998, 3613, -1, 46870, 36000, n/a, ZNY, 48210, 45890, 3300, 22900, 45620.0, 46170.0, 550.0, 0.2509090909090909, 242.0, 380.0
4427, RBJ113_91P, 487, 58760, 63620, 58758, 63626, 437.846, 209.15, 624.923, 149.2, 32000, 4176, Z, MD88, MIA, OVR, JFK, 0, 437.556, 209.425, 624.582, 150.124, 32000, 4631, -1, 59930, 32000, n/a, ZNY, 62750, 59140, 4176, 23000, 58760.0, 59340.0, 580.0, 0.10862068965517241, 295.0, 358.0
4429, RBJ141_071, 478, 50470, 55240, 50468, 55248, 440.625, 219, 625.517, 140.847, 34000, 2166, L, A319, MKJS, UNK, JFK, 0, 440.106, 219.202, 625.081, 142.955, 34000, 2427, 55180, 51720, 34000, n/a, ZNY, 54600, 51030, 2166, 16100, 50470.0, 50920.0, 450.0, 0.5111111111111111, 170.0, 400.0
4430, RBJ146_46C, 456, 62550, 67100, 62543, 67100, 413.933, 35.3, 628.38, 355, 32000, 2061, Z, MD88, ATL, OVR, JFK, 0, 413.647, 36.125, 627.99, 355.683, 32000, 2406, -1, 63550, 32000, n/a, ZNY, 65890, 63570, 2061, 11000, 62550.0, 62730.0, 180.0, 0.40555555555555556, 199.0, 272.0
4431, RBJ148_04T, 451, 72990, 77490, 72987, 77495, 413.975, 34.617, 627.951, 354.233, 32091, 2500, Z, MD88, ATL, OVR, JFK, 0, 413.593, 35.297, 627.523, 354.781, 32031, 2864, -1, 74030, 32000, n/a, ZNY, 76410, 74400, 2500, 11000, 72990.0, 73190.0, 200.0, 0.365, 205.0, 278.0
4432, RBJ149_738, 425, 37580, 41820, 37576, 41829, 411.769, 43.392, 625.839, 361.753, 40000, 4533, L, B752, ATL, OVR, JFK, 0, 411.471, 43.92, 625.279, 362.217, 40000, 5073, -1, 38790, 38000, n/a, ZNY, 40620, 38880, 4533, 38000, 37580.0, 38780.0, 1200.0, 0.1375, 227.0, 392.0
4433, RBJ154_862, 493, 55070, 59990, 55061, 59991, 435.475, 196.931, 627.961, 160.407, 34000, 2076, Z, MD88, FLL, OVR, JFK, 0, 435.16, 197.252, 627.729, 161.517, 34000, 2446, -1, 56160, 34000, n/a, ZNY, 59240, 55400, 2076, 22991, 55070.0, 55620.0, 550.0, 0.3781818181818182, 198.0, 406.0
4434, RBJ156_73T, 405, 48320, 52360, 48314, 52360, 437.2, 305.608, 625.074, 227.4, 37000, 1992, L, B738, MDSD, UNK, JFK, 0, 436.873, 305.72, 624.593, 228.683, 37000, 2236, -1, 49570, 36000, n/a, ZNY, 51160, 48700, 1992, 35900, 48320.0, 49540.0, 1220.0, 0.13688524590163934, 232.0, 399.0
4435, RBJ159_386, 505, 54470, 59510, 54464, 59518, 432.677, 136.101, 628.106, 199.001, 34000, 3100, Z, MD88, MCO, OVR, JFK, 0, 432.305, 136.614, 627.671, 199.586, 34000, 3306, -1, 55420, 32000, n/a, ZNY, 58460, 54930, 3100, 31983, 54470.0, 55400.0, 930.0, 0.23333333333333334, 181.0, 398.0
4437, RBJ164_279, 487, 45010, 49870, 45003, 49870, 434.583, 142.1, 620.781, 204.9, 32000, 3607, L, B712, CHS, OVR, JFK, 0, 434.27, 142.733, 620.397, 205.867, 32000, 3866, 49400, 46200, 32000, n/a, ZNY, 49090, 45490, 3607, 32000, 45010.0, 46180.0, 1170.0, 0.10598290598290598, 252.0, 376.0
4438, RBJ171_197, 443, 80400, 84820, 80396, 84828, 415.647, 20.833, 628.869, 379.8, 36000, 1423, L, A319, SAT, OVR, JFK, 0, 415.316, 21.442, 628.738, 380.118, 36000, 1697, -1, 81710, 36000, n/a, ZNY, 83840, 81600, 1423, 17000, 80400.0, 80810.0, 410.0, 0.5097560975609756, 137.0, 346.0
4441, RBJ179_12P, 449, 56770, 61390, 56766, 61398, 413.485, 80.431, 627.177, 268.638, 32000, 2192, L, B712, TPA, OVR, JFK, 0, 413.026, 80.791, 626.859, 269.406, 32000, 2455, -1, 58060, 32000, n/a, ZNY, 60200, 57700, 2192, 32000, 56770.0, 58040.0, 1270.0, 0.13858267716535433, 231.0, 407.0
4443, RBJ184_92V, 491, 65490, 70390, 65481, 70398, 436.3, 135.3, 628.292, 198.867, 36100, 2007, L, A319, MCO, OVR, JFK, 0, 435.938, 135.795, 628.145, 199.472, 36078, 2186, -1, 66800, 36000, n/a, ZNY, 69410, 65920, 2007, 23000, 65490.0, 66080.0, 590.0, 0.3847457627118644, 157.0, 384.0
4445, RBJ192_867, 518, 49840, 55010, 49833, 55011, 440.674, 223.017, 625.496, 137.117, 32000, 1875, Z, MD88, MYNN, UNK, JFK, 0, 440.185, 223.194, 625.081, 138.267, 32000, 2136, -1, 50830, 32000, n/a, ZNY, 54200, 50190, 1875, 30900, 49840.0, 50730.0, 890.0, 0.18314606741573033, 217.0, 380.0
4446, RBJ193_623, 393, 45950, 49870, 45950, 49871, 439.8, 329.2, 625.4, 230.638, 36000, 1900, L, B738, MDST, UNK, JFK, 0, 439.667, 329.407, 624.508, 232.006, 35997, 2267, 49620, 47260, 36000, n/a, ZNY, 48680, 46380, 1900, 34600, 45950.0, 47120.0, 1170.0, 0.1606837606837607, 214.0, 402.0
4450, RBJ216_119, 124, 190, 1420, 189, 1421, 175.452, 59.008, 342.961, 317.933, 28000, 5166, L, B752, ATL, DEP, RDU, 0, 174.969, 60.016, 342.869, 318.245, 28000, 5809, 1320, 820, 28000, n/a, ZDC, 430, 210, 5166, 23000, 190.0, 550.0, 360.0, 0.41388888888888886, 199.0, 348.0
4456, RBJ260_851, 167, 38380, 40040, 38376, 40048, 266.008, 134.833, 615.034, 522.822, 34000, 2092, L, A319, MSP, DEP, DCA, 0, 265.707, 135.497, 614.677, 523.124, 34000, 2353, -1, 39310, 34000, n/a, ZDC, 38980, 38670, 2092, 34000, 38380.0, 39310.0, 930.0, 0.23978494623655913, 159.0, 382.0
4457, RBJ265_257, 162, 42620, 44230, 42613, 44232, 264.778, 129.669, 614.077, 524.268, 32000, 3776, L, A319, DTW, DEP, DCA, 0, 264.448, 130.497, 613.466, 524.623, 32000, 4324, -1, 43320, 32000, n/a, ZDC, 43160, 42700, 3776, 32000, 42620.0, 43300.0, 680.0, 0.28088235294117647, 195.0, 386.0
4461, RBJ289_373, 425, 53010, 57250, 53007, 57252, 398.884, 35.95, 627.507, 355.533, 36000, 2692, L, A319, ATL, OVR, EWR, 0, 398.398, 36.684, 627.39, 356.151, 36000, 3047, -1, 54340, 36000, n/a, ZNY, 56190, 54090, 2692, 11000, 53010.0, 53170.0, 160.0, 0.35, 197.0, 253.0
4463, RBJ3004_361, 460, 3040, 7630, 3039, 7633, 408.648, 35.131, 642.863, 354.785, 36000, 7430, Z, MD88, ATL, OVR, LGA, 0, 408.083, 35.867, 642.53, 355.384, 36000, 7804, -1, 4320, 36000, n/a, ZNY, 6560, 4440, 7430, 14969, 3040.0, 3230.0, 190.0, 0.3, 211.0, 268.0
4464, RBJ3009_911, 456, 53630, 58180, 53630, 58186, 409.8, 137.016, 641.083, 198.508, 40000, 5800, L, B752, MCO, OVR, LGA, 0, 409.2, 137.616, 640.75, 199.192, 40000, 6700, -1, 54860, 38000, n/a, ZNY, 57270, 54120, 5800, 12100, 53630.0, 53770.0, 140.0, 0.8214285714285714, 202.0, 317.0
4466, RBJ3023_439, 209, 84310, 86390, 84305, 86397, 435.6, 326.992, 638.053, 440.658, 32000, 7953, Z, MD88, PBI, OVR, LGA, 0, 435.297, 327.365, 637.397, 441.426, 32000, 8263, -1, 85440, 32000, n/a, ZNY, 86390, 84760, 7953, 12100, 84310.0, 84460.0, 150.0, 0.5466666666666666, 284.0, 366.0
4467, RBJ3025_737, 492, 40450, 45360, 40446, 45364, 407.377, 205.967, 637.454, 150.667, 32000, 6715, Z, MD88, FLL, OVR, LGA, 0, 407.076, 206.29, 636.89, 151.618, 32000, 7249, -1, 41580, 32000, n/a, ZNY, 44530, 41000, 6715, 12100, 40450.0, 40580.0, 130.0, 0.46153846153846156, 258.0, 318.0
4468, RBJ3029_382, 453, 56480, 61140, 56480, 61149, 403.1, 77.146, 641.2, 261.6, 34000, 7500, Z, MD88, TPA, OVR, LGA, 0, 402.442, 77.528, 641.075, 262.353, 34000, 8050, -1, 57340, 32000, n/a, ZNY, 59940, 57520, 7500, 11600, 56480.0, 56580.0, 100.0, 0.3, 244.0, 274.0
4469, RBJ3035_878, 215, 38150, 40290, 38142, 40297, 198.733, 34.685, 477.801, 354.431, 34000, 2133, L, B712, ATL, DEP, CHO, 0, 198.634, 35.308, 477.494, 354.958, 34000, 2220, -1, 39280, 34000, n/a, ZDC, 39150, 38160, 2133, 34000, 38150.0, 39260.0, 1110.0, 0.2063063063063063, 152.0, 381.0
4470, RBJ3038_713, 472, 64630, 69340, 64622, 69340, 407.77, 209.5, 643.039, 149.9, 34000, 6969, Z, MD88, MIA, OVR, LGA, 0, 407.118, 209.808, 642.654, 151.1, 34000, 7528, -1, 65740, 32000, n/a, ZNY, 68610, 65170, 6969, 12050, 64630.0, 64750.0, 120.0, 0.4083333333333333, 243.0, 292.0
4475, RBJ3059_844, 354, 60830, 64360, 60825, 64360, 344.209, 35.6, 582.792, 355.3, 32000, 5375, Z, B752, ATL, OVR, PHL, 0, 343.685, 36.383, 582.669, 355.975, 32000, 5924, -1, 61610, 32000, n/a, ZNY, 63360, 61300, 5375, 32000, 60830.0, 61590.0, 760.0, 0.24868421052631579, 230.0, 419.0
4477, RBJ3065_15F, 290, 69160, 72050, 69153, 72053, 266.342, 36.725, 529.562, 355.975, 38100, 1561, L, A319, ATL, DEP, DCA, 0, 265.953, 37.423, 529.248, 356.536, 38065, 1924, -1, 70760, 38000, n/a, ZDC, 71020, 69380, 1561, 21000, 69160.0, 69610.0, 450.0, 0.4533333333333333, 169.0, 373.0
4483, RBJ3081_670, 290, 79790, 82680, 79787, 82687, 278.427, 37.539, 543, 356.931, 36000, 4300, L, B739, ATL, DEP, BWI, 0, 277.836, 38.16, 542.921, 357.454, 36000, 4781, -1, 81180, 36000, n/a, ZDC, 81640, 80300, 4300, 23000, 79790.0, 80260.0, 470.0, 0.43829787234042555, 204.0, 410.0
4484, RBJ3089_11C, 301, 46780, 49780, 46771, 49783, 280.877, 44.431, 543.075, 361.262, 34000, 3225, Z, MD88, ATL, DEP, BWI, 0, 280.485, 45.14, 542.939, 361.814, 34000, 3599, -1, 48050, 34000, n/a, ZDC, 48580, 47480, 3225, 23000, 46780.0, 47290.0, 510.0, 0.44313725490196076, 191.0, 417.0
4489, RBJ3109_549, 458, 2100, 6670, 2094, 6674, 407.9, 133.8, 635.151, 196.267, 36000, 8100, L, B752, MCO, OVR, LGA, 0, 407.662, 134.44, 634.667, 197.017, 36000, 8852, -1, 3150, 36000, n/a, ZNY, 5610, 2550, 8100, 12100, 2100.0, 2190.0, 90.0, 0.13333333333333333, 229.0, 241.0
4491, RBJ3112_385, 464, 36960, 41590, 36951, 41592, 410.902, 37.55, 642.6, 356.933, 30000, 2750, Z, MD90, ATL, OVR, LGA, 0, 410.66, 38.284, 642.319, 357.534, 30000, 3254, -1, 37760, 30000, n/a, ZNY, 40380, 38340, 2750, 30000, 36960.0, 37740.0, 780.0, 0.17692307692307693, 238.0, 376.0
4492, RBJ3115_215, 122, 36800, 38010, 36792, 38019, 173.239, 79.192, 295.3, 238.215, 28000, 2000, Z, MD88, ATL, DEP, FAY, 0, 172.946, 79.772, 294.988, 238.547, 28000, 2213, -1, 37550, 28000, n/a, ZDC, 36960, 36850, 2000, 23000, 36800.0, 37400.0, 600.0, 0.3333333333333333, 186.0, 386.0
4493, RBJ3118_640, 234, 84060, 86390, 84056, 86397, 239.937, 57.125, 520.248, 370.308, 34000, 6661, Z, MD88, ATL, DEP, IAD, 0, 239.752, 57.735, 519.632, 370.764, 34000, 6837, -1, 85130, 34000, n/a, ZDC, 85560, 84260, 6661, 30000, 84060.0, 84800.0, 740.0, 0.16216216216216217, 270.0, 390.0
4496, RBJ3120_779, 365, 52640, 56280, 52634, 56281, 344.805, 35.183, 580.1, 354.875, 32000, 4750, L, B752, ATL, OVR, PHL, 0, 344.282, 35.975, 580.097, 355.586, 32000, 5241, -1, 53540, 32000, n/a, ZNY, 55080, 53150, 4750, 9900, 52640.0, 52760.0, 120.0, 0.125, 221.0, 236.0
4504, RBJ3151_774, 381, 57060, 60860, 57053, 60863, 346.597, 35.708, 580.142, 355.385, 32091, 2891, Z, MD88, ATL, OVR, PHL, 0, 346.145, 36.41, 580.028, 355.982, 32006, 3258, 60640, 58000, 32091, n/a, ZNY, 59850, 57590, 2891, 9900, 57060.0, 57190.0, 130.0, 0.3153846153846154, 199.0, 240.0
4508, RBJ3162_544, 161, 75620, 77220, 75615, 77221, 275.55, 135.192, 617.442, 541.742, 34000, 6308, L, B738, DTW, DEP, BWI, 0, 275.05, 136.065, 616.889, 541.855, 34000, 6679, 77050, 76530, 34000, n/a, ZDC, 76080, 75840, 6308, 34000, 75620.0, 76530.0, 910.0, 0.16483516483516483, 232.0, 382.0
4509, RBJ3163_221, 170, 37190, 38880, 37183, 38883, 264.679, 129.275, 614.4, 524.278, 34000, 3600, Z, MD90, DTW, DEP, DCA, 0, 264.286, 130.09, 613.807, 524.777, 34000, 3928, 38670, 38010, 30000, n/a, ZDC, 37850, 37430, 3600, 17000, 37190.0, 37510.0, 320.0, 0.496875, 199.0, 358.0
4511, RBJ3165_917, 282, 54190, 57000, 54190, 57003, 266.4, 35.825, 527.555, 354.6, 36000, 1800, L, B739, ATL, DEP, DCA, 0, 265.992, 36.534, 527.221, 355.152, 36000, 2092, -1, 55290, 36000, n/a, ZDC, 55790, 54210, 1800, 36000, 54190.0, 55280.0, 1090.0, 0.21467889908256882, 148.0, 382.0
4513, RBJ3179_114, 430, 42850, 47140, 42850, 47144, 397.1, 37.533, 626.7, 356.967, 32000, 2900, L, B712, ATL, OVR, EWR, 0, 396.517, 38.257, 626.458, 357.568, 32000, 3258, -1, 44010, 32000, n/a, ZNY, 45940, 44010, 2900, 32000, 42850.0, 43990.0, 1140.0, 0.16578947368421051, 226.0, 415.0
4514, RBJ3189_619, 291, 75380, 78280, 75377, 78280, 276.802, 33.9, 543, 353.5, 30069, 6225, Z, MD90, ATL, DEP, BWI, 0, 276.207, 35.008, 542.858, 354.45, 30028, 6830, -1, 76200, 30000, n/a, ZDC, 77270, 75880, 6225, 23000, 75380.0, 75880.0, 500.0, 0.42, 226.0, 436.0
4516, RBJ3194_983, 130, 37090, 38380, 37085, 38388, 180.269, 57.3, 350.6, 317.967, 28000, 4269, Z, MD90, ATL, DEP, RDU, 0, 179.731, 58.011, 350.404, 318.202, 28000, 4804, -1, 37780, 28000, n/a, ZDC, 37400, 37130, 4269, 26000, 37090.0, 37670.0, 580.0, 0.22241379310344828, 249.0, 378.0
4520, RBJ3221_034, 119, 83180, 84360, 83172, 84368, 171.308, 58.3, 344.1, 319.608, 24000, 6330, L, B739, ATL, DEP, RDU, 0, 170.713, 59.086, 343.952, 319.858, 24000, 6933, -1, 83650, 24000, n/a, ZDC, 83380, 83190, 6330, 24000, 83180.0, 83640.0, 460.0, 0.1826086956521739, 244.0, 328.0
4522, RBJ3225_538, 452, 64840, 69350, 64833, 69352, 410.386, 14.783, 645.275, 393.067, 36100, 2969, L, A320, MSY, OVR, LGA, 0, 410.116, 15.632, 644.945, 393.403, 36078, 3342, -1, 66380, 36000, n/a, ZNY, 68170, 66160, 2969, 16900, 64840.0, 65210.0, 370.0, 0.35945945945945945, 203.0, 336.0
4524, RBJ3243_136, 365, 74160, 77800, 74157, 77807, 348.677, 35.738, 581.6, 355.231, 30000, 1500, Z, MD90, ATL, OVR, PHL, 0, 348.223, 36.374, 581.331, 355.776, 30000, 1787, -1, 75020, 30000, n/a, ZNY, 76780, 74850, 1500, 30000, 74160.0, 75000.0, 840.0, 0.305952380952381, 152.0, 409.0
4529, RBJ3250_912, 428, 61690, 65960, 61684, 65966, 395.651, 35.7, 625.95, 355.35, 32000, 4000, L, B712, ATL, OVR, EWR, 0, 395.087, 36.333, 625.915, 355.882, 32000, 4306, -1, 62790, 32000, n/a, ZNY, 64840, 62550, 4000, 10361, 61690.0, 61850.0, 160.0, 0.1625, 217.0, 243.0
4533, RBJ3262_753, 162, 50150, 51760, 50144, 51762, 278.633, 132.383, 616.2, 541.092, 34000, 3876, L, B739, DTW, DEP, BWI, 0, 278.115, 133.26, 615.708, 541.211, 34000, 4275, -1, 50990, 30000, n/a, ZDC, 50790, 50370, 3876, 30000, 50150.0, 50960.0, 810.0, 0.2518518518518518, 195.0, 399.0
4534, RBJ3278_100, 462, 2470, 7080, 2467, 7085, 405.924, 196.967, 643.199, 159.925, 34000, 8000, Z, MD88, FLL, OVR, LGA, 0, 405.517, 197.208, 642.736, 160.902, 34000, 8607, -1, 3610, 34000, n/a, ZNY, 6280, 2810, 8000, 11975, 2470.0, 2570.0, 100.0, 0.11, 250.0, 261.0
4537, RBJ3283_834, 295, 44670, 47610, 44668, 47617, 308.06, 78.142, 409.626, 236.333, 32000, 1466, Z, MD88, ATL, DEP, ORF, 0, 307.804, 78.819, 409.443, 236.638, 31994, 1759, -1, 45690, 32000, n/a, ZDC, 46650, 44800, 1466, 29984, 44670.0, 45500.0, 830.0, 0.21084337349397592, 202.0, 377.0
4544, RBJ3305_498, 161, 75740, 77340, 75739, 77346, 275.139, 135.869, 617.9, 541.815, 32000, 6146, L, A320, SLC, DEP, BWI, 0, 274.494, 136.745, 617.332, 541.976, 32000, 6681, -1, 76830, 32000, n/a, ZDC, 76280, 75880, 6146, 32000, 75740.0, 76810.0, 1070.0, 0.1261682242990654, 235.0, 370.0
4545, RBJ3306_386, 286, 40090, 42940, 40085, 42949, 309.1, 85.35, 411.457, 246.8, 38000, 4307, L, B752, ATL, DEP, ORF, 0, 308.919, 85.962, 411.207, 247.007, 38000, 4725, -1, 41580, 38000, n/a, ZDC, 41740, 40210, 4307, 26000, 40090.0, 40660.0, 570.0, 0.2736842105263158, 212.0, 368.0
4547, RBJ3312_048, 428, 57530, 61800, 57526, 61808, 396.466, 35.4, 626.567, 355.133, 34000, 3500, L, B712, ATL, OVR, EWR, 0, 395.924, 35.974, 626.51, 355.609, 34000, 3921, -1, 58710, 34000, n/a, ZNY, 60660, 58650, 3500, 34000, 57530.0, 58700.0, 1170.0, 0.15726495726495726, 228.0, 412.0
4549, RBJ3315_245, 166, 76440, 78090, 76437, 78093, 265.052, 129.331, 614.338, 523.523, 26000, 2525, Z, MD90, MSP, DEP, DCA, 0, 264.69, 130.081, 613.786, 523.961, 26000, 2908, -1, 77110, 26000, n/a, ZDC, 76940, 76700, 2525, 26000, 76440.0, 77090.0, 650.0, 0.2907692307692308, 199.0, 388.0
4550, RBJ3320_821, 243, 74820, 77240, 74816, 77246, 252.134, 35.899, 443.6, 353.85, 30000, 1792, Z, MD90, ATL, DEP, RIC, 0, 251.642, 36.748, 443.417, 354.395, 30000, 2058, -1, 75760, 30000, n/a, ZDC, 76270, 74930, 1792, 24000, 74820.0, 75420.0, 600.0, 0.24666666666666667, 212.0, 360.0
